Mesh_UI	Mesh_eng	Mesh_swe
D005322	Fetal Membranes, Premature Rupture	Fostervattenavgång, för tidig
D005323	Fetal Monitoring	Fosterövervakning
D005324	Fetal Movement	Fosterrörelse
D005325	Fetal Organ Maturity	Fostrets organ, full utveckling
D005326	Fetal Proteins	Fosterproteiner
D005327	Fetal Resorption	Fosterresorption
D005328	Fetal Viability	Fostrets livsduglighet
D005329	Fetishism (Psychiatric)	Fetischism (Psykiatrisk)
D005330	Fetofetal Transfusion	Tvilling till tvilling-transfusion
D005331	Fetomaternal Transfusion	Fetomaternell blodpassage
D005332	Fetoscopy	Fetoskopi
D005333	Fetus	Foster
D005334	Fever	Feber
D005335	Fever of Unknown Origin	Feber av okänt ursprung
D005336	Fiber Optics	Fiberoptik
D005337	Fibrin	Fibrin
D005338	Fibrin Fibrinogen Degradation Products	Fibrin-fibrinogennedbrytningsprodukter
D005339	Fibrin Foam	Fibrinskum
D005340	Fibrinogen	Fibrinogen
D005341	Plasmin	Plasmin
D005342	Fibrinolysis	Fibrinolys
D005343	Fibrinolytic Agents	Fibrinolytika
D005344	Fibrinopeptide A	Fibrinopeptid A
D005345	Fibrinopeptide B	Fibrinopeptid B
D005346	Fibroblast Growth Factors	Fibroblasttillväxtfaktorer
D005347	Fibroblasts	Fibroblaster
D005348	Fibrocystic Breast Disease	Fibrocystisk bröstsjukdom
D005349	Fibroins	Fibroiner
D005350	Fibroma	Fibrom
D005351	Fibromatosis, Gingival	Gingival fibromatos
D005352	Fibromuscular Dysplasia	Fibromuskulär dysplasi
D005353	Fibronectins	Fibronektiner
D005354	Fibrosarcoma	Fibrosarkom
D005355	Fibrosis	Fibros
D005356	Fibromyalgia	Fibromyalgi
D005357	Fibrous Dysplasia of Bone	Fibrös skeletal dysplasi
D005358	Fibrous Dysplasia, Monostotic	Fibrös dysplasi, monostotisk
D005359	Fibrous Dysplasia, Polyostotic	Fibrös dysplasi, polyostotisk
D005360	Fibula	Vadben
D005361	Ficain	Fikain
D005362	Ficoll	Ficoll
D005363	Ficusin	Fikusin
D005364	Field Dependence-Independence	Fältberoende-oberoende
D005365	FIGLU Test	FIGLU-test
D005366	Figural Aftereffect	Figural eftereffekt
D005367	Fiji	Fiji
D005368	Filariasis	Filariasis
D005369	Filaricides	Filaricider
D005370	Filarioidea	Filarioidea
D005371	Filing	Insättande i pärm
D005372	Filipin	Filipin
D005373	Film Dosimetry	Filmdosimetri
D005374	Filtration	Filtrering
D005375	Financial Audit	Finansiell revision
D005376	Financial Management	Ekonomisk förvaltning
D005377	Financial Management, Hospital	Ekonomisk förvaltning på sjukhus
D005378	Financial Support	Ekonomiskt stöd
D005379	Financing, Construction	Byggnadsfinansiering
D005380	Financing, Government	Statlig finansiering
D005381	Financing, Organized	Organiserad finansiering
D005382	Financing, Personal	Självfinansiering
D005383	Finger Injuries	Fingerskador
D005384	Finger Joint	Fingerled
D005385	Fingers	Fingrar
D005386	Fingersucking	Fingersugning
D005387	Finland	Finland
D005388	Fire Extinguishing Systems	Brandsläckningsanordningar
D005389	Firearms	Skjutvapen
D005390	Fires	Bränder
D005391	Firesetting Behavior	Pyromani
D005392	First Aid	Första hjälpen
D005393	Fish Diseases	Fisksjukdomar
D005394	Fish Flour	Fiskmjöl
D005395	Fish Oils	Fiskoljor
D005396	Fish Products	Fiskprodukter
D005397	Fish Venoms	Fiskgifter
D005398	Fisheries	Fiskerier
D005399	Fishes	Fiskar
D005400	Fishes, Poisonous	Fiskar, giftiga
D005401	Fissure in Ano	Analfissur
D005402	Fistula	Fistel
D005403	Fixation, Ocular	Blickfixering
D005404	Fixatives	Fixermedel
D005405	D-Ala(2),MePhe(4),Met(0)-ol-enkephalin	FK 33-824
D005406	Bis(4-Methyl-1-Homopiperazinylthiocarbonyl)disulfide	Bis(4-metyl-1-homopiperazinyltiokarbonyl)disulfid
D005407	Flagella	Flagell
D005408	Flagellin	Flagellin
D005409	Flail Chest	Instabil bröstkorg
D005410	Flame Ionization	Flamjonisering
D005411	Flame Retardants	Flamskyddsmedel
D005412	Flatfishes	Plattfiskar
D005413	Flatfoot	Plattfot
D005414	Flatulence	Gasbildning
D005415	Flavins	Flaviner
D005416	Flavivirus	Flavivirus
D005417	Flavobacterium	Flavobacterium
D005418	Flavodoxin	Flavodoxin
D005419	Flavonoids	Flavonoider
D005420	Flavoproteins	Flavoproteiner
D005421	Flavoring Agents	Smakämnen
D005422	Flavoxate	Flavoxat
D005423	Fleas	Loppor
D005424	Flecainide	Flekainid
D005425	Flicker Fusion	Flimmerfusion
D005426	Flight, Animal	Djurs flykt
D005427	Flocculation	Flockulering
D005428	Flocculation Tests	Flockuleringstest
D005430	Floors and Floorcoverings	Golv och golvbeläggningar
D005431	Florida	Florida
D005432	Flounder	Flundra
D005433	Flour	Mjöl
D005434	Flow Cytometry	Flödescytometri
D005436	Floxacillin	Floxacillin
D005437	Flucytosine	Flucytosin
D005438	Fludrocortisone	Fludrokortison
D005439	Flufenamic Acid	Bensoesyra, 2-[[3-(trifluorometyl)fenyl]amino]- (9CI)
D005440	Fluid Therapy	Vätsketerapi
D005441	Fluids and Secretions	Kroppsvätskor och sekret
D005442	Flumazenil	Flumazenil
D005443	Flumethasone	Flumetason
D005444	Flunarizine	Flunarizin
D005445	Flunitrazepam	Flunitrazepam
D005446	Fluocinolone Acetonide	Fluokinolonacetonid
D005447	Fluocinonide	Fluokinonid
D005448	Fluocortolone	Fluokortolon
D005449	Fluorenes	Fluorener
D005450	Fluorescamine	Fluorescamin
D005451	Fluorescein Angiography	Fluoresceinangiografi
D005452	Fluoresceins	Fluoresceiner
D005453	Fluorescence	Fluorescens
D005454	Fluorescence Polarization	Fluorescenspolarisation
D005455	Fluorescent Antibody Technique	Immunfluorescensteknik
D005456	Fluorescent Dyes	Fluorescerande färgämnen
D005457	Fluoridation	Fluoridering
D005458	Fluoride Poisoning	Fluoridförgiftning
D005459	Fluorides	Fluorider
D005460	Fluorides, Topical	Fluorider, lokala
D005461	Fluorine	Fluor
D005462	Fluorine Radioisotopes	Fluorradioisotoper
D005463	Fluoroacetates	Fluoracetater
D005464	Fluorobenzenes	Fluorbensener
D005465	Fluorocarbon Polymers	Fluorkarbonpolymerer
D005466	Fluorocarbons	Fluorkarboner
D005467	Floxuridine	Floxuridin
D005468	Fluorodeoxyuridylate	Fluordeoxiuridylat
D005469	Fluorometholone	Fluormetolon
D005470	Fluorometry	Fluorometri
D005471	Fluoroscopy	Fluoroskopi
D005472	Fluorouracil	Fluorouracil
D005473	Fluoxetine	Fluoxetin
D005474	Fluoxymesterone	Fluoximesteron
D005475	Flupenthixol	Flupentixol
D005476	Fluphenazine	Flufenazin
D005477	Fluprednisolone	Fluprednisolon
D005478	Flurandrenolone	Flurandrenolon
D005479	Flurazepam	Flurazepam
D005480	Flurbiprofen	Flurbiprofen
D005481	Flurothyl	Flurotyl
D005483	Flushing	Rodnad
D005484	Fluspirilene	Fluspirilen
D005485	Flutamide	Flutamid
D005486	Flavin Mononucleotide	Flavinmononukleotid
D005487	Foam Cells	Skumceller
D005489	Focal Dermal Hypoplasia	Fokal hudhypoplasi
D005490	Focal Infection	Fokal infektion
D005491	Focal Infection, Dental	Fokal tandinfektion
D005492	Folic Acid	Folsyra
D005493	Folic Acid Antagonists	Folsyraantagonister
D005494	Folic Acid Deficiency	Folsyrabrist
D005495	Folklore	Folklore
D005496	Follicular Atresia	Follikulär atresi
D005497	Follicular Cyst	Follikulär cysta
D005498	Follicular Phase	Follikulär fas
D005499	Folliculitis	Follikelinflammation
D005500	Follow-Up Studies	Uppföljningsstudier
D005502	Food	Livsmedel
D005503	Food Additives	Livsmedelstillsatser
D005504	Food Analysis	Livsmedelsanalys
D005505	Food Coloring Agents	Livsmedelsfärgämnen
D005506	Food Contamination	Livsmedelsförorening
D005507	Food Contamination, Radioactive	Livsmedelsförorening, radioaktiv
D005508	Food Deprivation	Svältdiet
D005509	Food Dispensers, Automatic	Matautomater
D005510	Food Habits	Matvanor
D005511	Food Handling	Livsmedelshantering
D005512	Food Hypersensitivity	Livsmedelsöverkänslighet
D005513	Food Inspection	Livsmedelskontroll
D005514	Food Irradiation	Livsmedelsbestrålning
D005515	Food Labeling	Livsmedelsmärkning
D005516	Food Microbiology	Livsmedelsmikrobiologi
D005517	Food Poisoning	Matförgiftning
D005518	Food Preferences	Kostval
D005519	Food Preservation	Livsmedelskonservering
D005520	Food Preservatives	Konserveringsmedel
D005521	Food Service, Hospital	Kostavdelningar på sjukhus
D005522	Food Services	Matservice
D005523	Food Supply	Livsmedelsförsörjning
D005524	Food Technology	Livsmedelsteknologi
D005525	Food-Processing Industry	Livsmedelsindustri
D005526	Food, Formulated	Livsmedel, syntetiska
D005527	Food, Fortified	Livsmedel, berikade
D005528	Foot	Fot
D005529	Foot Bones	Fotben
D005530	Foot Deformities	Fotmissbildningar
D005531	Foot Deformities, Acquired	Fotmissbildningar, förvärvade
D005532	Foot Deformities, Congenital	Fotmissbildningar, medfödda
D005533	Foot Dermatoses	Fotdermatoser
D005534	Foot Diseases	Fotsjukdomar
D005535	Foot Rot	Klövröta
D005536	Foot-and-Mouth Disease	Mul- och klövsjuka
D005537	Aphthovirus	Aftovirus
D005538	Football	Fotboll, amerikansk
D005539	Foramen Magnum	Stora nackhålet
D005540	Forced Expiratory Flow Rates	Forcerat utandningsflöde
D005541	Forced Expiratory Volume	Forcerad utandningsvolym
D005542	Forearm	Underarm
D005543	Forearm Injuries	Underarmsskador
D005544	Forecasting	Framtidsbedömning
D005545	Forefoot, Human	Framfot hos människa
D005546	Forehead	Panna
D005547	Foreign Bodies	Främmande kroppar
D005548	Foreign-Body Migration	Främmandekroppsförflyttningar
D005549	Foreign-Body Reaction	Främmandekroppsreaktion
D005550	Foreign Medical Graduates	Läkare med utländsk examen
D005551	Foreign Professional Personnel	Personal med utländsk examen
D005552	Forelimb	Framben
D005553	Forensic Dentistry	Rättsodontologi
D005554	Forensic Medicine	Rättsmedicin
D005555	Forensic Psychiatry	Rättspsykiatri
D005556	Form Perception	Formuppfattning
D005557	Formaldehyde	Formaldehyd
D005558	Arylformamidase	Arylformamidas
D005559	Formamides	Formamider
D005560	Formate Dehydrogenases	Formatdehydrogenaser
D005561	Formates	Formater
D005562	Formazans	Formazaner
D005563	Formic Acid Esters	Myrsyreestrar
D005564	Formic Acids	Myrsyror
D005565	Formiminoglutamic Acid	Formiminoglutaminsyra
D005566	Formocresols	Formokresoler
D005568	Forms and Records Control	Blankett- och journalhantering
D005569	Formularies	Formulärböcker
D005570	Formularies, Dental	Formulärböcker för tandvårdspreparat
D005571	Formularies, Homeopathic	Homeopatiska formulärböcker
D005572	Formularies, Hospital	Läkemedelsförteckningar, sjukhus
D005573	Formycins	Formyciner
D005574	Formate-Tetrahydrofolate Ligase	Formattetrahydrofolatligas
D005575	Formyltetrahydrofolates	Formyltetrahydrofolater
D005576	Forskolin	Forskolin
D005577	Forssman Antigen	Forssmanantigen
D005578	Fosfomycin	Fosfomycin
D005579	Fossil Fuels	Fossila bränslen
D005580	Fossils	Fossiler
D005581	Foster Home Care	Fosterhemsvård
D005582	Foundations	Stiftelser
D005583	Fourier Analysis	Fourieranalys
D005584	Fovea Centralis	Centralgropen
D005585	Influenza in Birds	Fågelinfluensa
D005586	Fowlpox	Hönskoppor
D005587	Fowlpox virus	Hönskoppsvirus
D005588	Fox-Fordyce Disease	Fox-Fordyces sjukdom
D005589	Foxes	Rävar
D005590	Fractional Precipitation	Fraktionell precipitation
D005591	Chemical Fractionation	Fraktionering
D005592	Fracture Fixation	Frakturfixering
D005593	Fracture Fixation, Internal	Frakturfixering, intern
D005594	Fracture Fixation, Intramedullary	Frakturfixering, intramedullär
D005596	Fractures, Closed	Frakturer, slutna
D005597	Fractures, Open	Frakturer, öppna
D005598	Fractures, Spontaneous	Frakturer, spontana
D005599	Fractures, Ununited	Luxationsfrakturer
D005600	Fragile X Syndrome	Fragil X-syndrom
D005601	Framycetin	Framycetin
D005602	France	Frankrike
D005603	Francisella	Francisella
D005604	Francisella tularensis	Francisella tularensis
D005605	Francium	Francium
D005606	Rhamnus	Rhamnus
D005607	Fraud	Bedrägeri
D005608	Free Association	Fri association
D005609	Free Radicals	Fria radikaler
D005610	Freedom	Frihet
D005611	Freemartinism	Freemartinism
D005612	Freeze Drying	Frystorkning
D005613	Freeze Etching	Frysetsning
D005614	Freeze Fracturing	Frysfrakturering
D005615	Freezing	Nedfrysning
D005616	French Guiana	Franska Guyana
D005617	Chlorofluorocarbons, Methane	Metanklorfluorkarbonater
D005618	Fresh Water	Sötvatten
D005619	Freudian Theory	Freudiansk teori
D005620	Freund's Adjuvant	Freunds adjuvans
D005621	Friedreich Ataxia	Friedreichs ataxi
D005622	Friend murine leukemia virus	Friend-musleukemivirus
D005624	Frontal Bone	Frontalben
D005625	Frontal Lobe	Frontallob
D005626	Frontal Sinus	Pannhåla
D005627	Frostbite	Frostskada
D005628	Frozen Foods	Djupfrysta livsmedel
D005629	Frozen Sections	Frysta vävnadssnitt
D005630	Fructans	Fruktaner
D005631	Fructokinases	Fruktokinaser
D005632	Fructose	Fruktsocker
D005633	Fructose Intolerance	Fruktosintolerans
D005634	Fructose-Bisphosphate Aldolase	Fruktosdifosfataldolas
D005635	Fructosediphosphates	Fruktosdifosfater
D005636	Fructosephosphates	Fruktosfosfater
D005637	Fructuronate Reductase	Frukturonatreduktas
D005638	Fruit	Frukt
D005639	Frustration	Frustration
D005640	Follicle Stimulating Hormone	Follikelstimulerande hormon
D005641	Tegafur	Tegafur
D005642	Fuchs' Endothelial Dystrophy	Fuchs endoteliala dystrofi
D005643	Fucose	Fukos
D005644	alpha-L-Fucosidase	Alfa-L-fukosidas
D005645	Fucosidosis	Fukosidos
D005646	Fucosyl Galactose alpha-N-Acetylgalactosaminyltransferase	Fukosylgalaktos-alfa-N-acetylgalaktosaminyltransferas
D005647	Fucosyltransferases	Fukosyltransferaser
D005648	Fuel Oils	Brännoljor
D005649	Fumarate Hydratase	Fumarathydratas
D005650	Fumarates	Fumarater
D005651	Fumigation	Utrökning av ohyra
D005652	Functional Residual Capacity	Funktionell residualkapacitet
D005653	Fund Raising	Insamling av pengar
D005654	Fundus Oculi	Ögonbotten
D005655	Funeral Rites	Begravningsritualer
D005656	Fungal Proteins	Svampproteiner
D005657	Fungal Vaccines	Vacciner mot svamp
D005658	Fungi	Svampar
D005659	Fungicides, Industrial	Svampdödande medel, industriella
D005660	Funnel Chest	Trattbröst
D005661	Furagin	Furagin
D005662	Furaldehyde	Furaldehyd
D005663	Furans	Furaner
D005664	Furazolidone	Furazolidon
D005665	Furosemide	Furosemid
D005666	Fursultiamin	Fursultiamin
D005667	Furunculosis	Furunkulos
D005668	Furylfuramide	Furylfuramid
D005669	Fusaric Acid	Fusarsyra
D005670	Fusarium	Fusarium
D005671	Fused Teeth	Sammansmälta tänder
D005672	Fusidic Acid	Fusidinsyra
D005673	Fusobacterium	Fusobacterium
D005674	Fusobacterium Infections	Fusobacteriuminfektioner
D005675	Fusobacterium necrophorum	Fusobacterium necrophorum
D005676	Gravity Suits	G-dräkter
D005677	G(M1) Ganglioside	G(M1)-gangliosid
D005678	G(M2) Ganglioside	G(M2)-gangliosid
D005679	G(M3) Ganglioside	G(M3)-gangliosid
D005680	gamma-Aminobutyric Acid	gamma-Aminosmörsyra
D005681	Gabon	Gabon
D005682	Gadolinium	Gadolinium
D005683	Gagging	Kväljning
D005684	Gait	Gång
D005685	Galactans	Galaktaner
D005686	Galactokinase	Galaktokinas
D005687	Galactorrhea	Galaktorre
D005688	Galactosamine	Galaktosamin
D005690	Galactose	Galaktos
D005691	Galactose Dehydrogenases	Galaktosdehydrogenaser
D005692	Galactose Oxidase	Galaktosoxidas
D005693	Galactosemias	Galaktosemier
D005694	UTP-Hexose-1-Phosphate Uridylyltransferase	UTP-hexos-1-fosfaturidylyltransferas
D005695	Galactosephosphates	Galaktosfosfater
D005696	Galactosidases	Galaktosidaser
D005697	Galactosides	Galaktosider
D005698	Galactosylceramidase	Galaktosylceramidas
D005699	Galactosylceramides	Galaktosylceramider
D005700	Galactosyltransferases	Galaktosyltransferaser
D005701	Galago	Galago
D005702	Galantamine	Galantamin
D005703	Gallamine Triethiodide	Gallamintrietiodid
D005704	Gallbladder	Gallblåsa
D005705	Gallbladder Diseases	Gallblåsesjukdomar
D005706	Gallbladder Neoplasms	Gallblåsetumörer
D005707	Gallic Acid	Gallussyra
D005708	Gallium	Gallium
D005709	Gallium Isotopes	Galliumisotoper
D005710	Gallium Radioisotopes	Galliumradioisotoper
D005711	Gallopamil	Gallopamil
D005712	Galvanic Skin Response	Elektrodermal mätning
D005714	Gambia	Gambia
D005715	Gambling	Hasardspel
D005716	Game Theory	Spelteori
D005717	Games, Experimental	Spel, experimentella
D005718	Gametogenesis	Könscellsalstring
D005719	gamma-Globulins	Gammaglobuliner
D005720	Gamma Rays	Gammastrålar
D005721	Glutamate-Cysteine Ligase	Glutamat-cysteinligas
D005722	gamma-Glutamylcyclotransferase	gamma-glutamylcyklotransferas
D005723	gamma-Glutamyltransferase	gamma-glutamyltransferas
D005724	Ganglia	Ganglier
D005725	Ganglia, Autonomic	Ganglier, autonoma
D005726	Ganglia, Parasympathetic	Ganglier, parasympatiska
D005727	Ganglia, Spinal	Ganglier, spinala
D005728	Ganglia, Sympathetic	Ganglier, sympatiska
D005729	Ganglioneuroma	Ganglioneurom
D005730	Ganglionic Blockers	Ganglieblockerande medel
D005731	Ganglionic Stimulants	Gangliestimulerande medel
D005732	Gangliosides	Gangliosider
D005733	Gangliosidoses	Gangliosidoser
D005734	Gangrene	Kallbrand
D005735	Garbage	Sopor
D005736	Gardner Syndrome	Gardners syndrom
D005737	Garlic	Vitlök
D005738	Gas Gangrene	Gasgangrän
D005739	Gas Poisoning	Gasförgiftning
D005740	Gases	Gaser
D005741	Noble Gases	Ädla gaser
D005742	Gasoline	Bensin
D005743	Gastrectomy	Gastrektomi
D005744	Gastric Acid	Magsyra
D005745	Gastric Acidity Determination	Magsyra, bestämning av surhetsgrad
D005746	Gastric Emptying	Magsäckstömning
D005747	Gastric Fistula	Magfistel
D005748	Gastric Fundus	Gastrisk fundus
D005749	Gastric Inhibitory Polypeptide	Gastriskt hämmande hormon
D005750	Gastric Juice	Magsaft
D005751	Gastric Lavage	Magsköljning
D005752	Gastric Mucin	Magmucin
D005753	Gastric Mucosa	Magslemhinna
D005755	Gastrins	Gastriner
D005756	Gastritis	Magkatarr
D005757	Gastritis, Atrophic	Gastrit, atrofisk
D005758	Gastritis, Hypertrophic	Gastrit, hypertrofisk
D005759	Gastroenteritis	Mag-tarmkatarr
D005760	Transmissible gastroenteritis virus	Gastroenteritvirus hos svin
D005761	Gastroenteritis, Transmissible, of Swine	Överföringsbar gastroenterit hos svin
D005762	Gastroenterology	Gastroenterologi
D005763	Gastroenterostomy	Gastroenterostomi
D005764	Gastroesophageal Reflux	Gastroesofageal reflux
D005765	Gastrointestinal Agents	Mag-tarmmedel
D005766	Gastrointestinal Contents	Mag-tarminnehåll
D005767	Gastrointestinal Diseases	Mag-tarmsjukdomar
D005768	Gastrointestinal Hormones	Hormoner i mag-tarmkanal
D005769	Gastrointestinal Motility	Gastrointestinal motilitet
D005770	Gastrointestinal Neoplasms	Mag-tarmtumörer
D005772	Gastrointestinal Transit	Mag-tarmpassage
D005773	Gastroscopy	Gastroskopi
D005774	Gastrostomy	Gastrostomi
D005775	Gastrula	Embryosäck
D005776	Gaucher Disease	Gauchers sjukdom
D005777	Geese	Gäss
D005778	Gefarnate	Gefarnat
D005779	Immunodiffusion	Immundiffusion
D005780	Gelatin	Gelatin
D005781	Gelatin Sponge, Absorbable	Gelatinsvamp, resorberbar
D005782	Gels	Geler
D005783	Gender Identity	Könsidentitet
D005784	Gene Amplification	Genamplifiering
D005785	Gene Conversion	Genkonversion
D005786	Gene Expression Regulation	Reglering av genuttryck
D005787	Gene Frequency	Genfrekvens
D005788	Gene Pool	Genetisk pool
D005789	Genealogy and Heraldry	Släktforskning och släktvapen
D005790	General Adaptation Syndrome	Allmänt anpassningssyndrom
D005791	Patient Care	Patientomhändertagande
D005792	General Practice, Dental	Allmäntandvård
D005793	Generalization (Psychology)	Generalisering (Psykologi)
D005794	Generalization, Response	Responsgeneralisering
