Synonym	Mesh_UI
Halvvingar	D006430
Hamstrar	D006224
Handböcker	D008370
Handböcker	D013782
Handdeformiteter	D006226
Handdeformiteter, förvärvade	D006227
Handdesinfektion	D006235
Handikappade barn	D019988
Handköpsläkemedel	D004366
Handled	D014953
Handledare	D008611
Handledning av farmaceuter	D004513
Handledning av läkare	D004502
Handledning av sjuksköterskor	D004509
Handledning av tandläkare	D004498
Handledningsprogram	D011231
Hand-Schueller-Christians syndrom	D006646
Hansens sjukdom	D007918
Hansenula	D010843
Hantavirus lungsyndrom	D018804
Hantering av medicinskt avfall	D017744
Hardjur	D007793
Harläpp	D002971
Harmynthet	D002971
Has	D013643
Hasch	D002188
Hashimotos tyreoidit	D013967
Hasselbuske	D031211
Hasselnöt	D031211
Havandeskap	D011247
Havandeskapsförgiftningar	D011260
Havandeskapskomplikationer	D011248
Haverrot	D031188
Havre	D018554
Havrix	D022362
HAVS	D053421
Havsnöjonöga	D048428
Havsväxter	D012624
Havtornsväxter	D031263
HbA1	D006442
HbA1c	D006442
HBcAg	D006512
HBS	D006451
HBsAg	D006514
hCG	D006063
HCG-beta	D018997
HDL2-lipoproteiner	D053439
HDL3-lipoproteiner	D053440
HDL-lipoproteiner	D008075
Hedblomster	D036562
Heerfeldts syndrom	D014608
Helhetssyn	D006694
Helhetssyn inom omvårdnad	D018939
Heliconia	D032427
Helikopterambulanser	D017732
Helioterapi	D006370
Heliotropism	D018524
Helminthiasis	D006373
Helminthiasis i centrala nervsystemet	D020809
Hem för föräldralösa barn	D019372
Hematemes	D006396
Hematin	D006427
Hematocele	D006398
Hematologisk cancer	D019337
Hematologiska sjukdomar	D006402
Hematologiska tester	D006403
Hematologiska tumörer	D019337
Hematom, epiduralt, kraniellt	D006407
Hematom, subduralt	D006408
Hematom, subduralt, akut	D020199
Hematom, subduralt, kroniskt	D020200
Hematomyeli	D020758
Hematopoes	D006410
Hematopoes, extramedullär	D006411
Hematopoetisk stamcellstransplantation	D018380
Hematopoetiska medel	D006397
Hematopoetiska stamceller	D006412
Hematuri	D006417
Hemhjälp	D006704
Hemianopsi	D006423
Hemiballism	D020820
Hemihydranencefali	D006832
Heminevrin	D002719
Hemipares	D006429
Hemiplegi	D006429
Hemlocksgran	D028225
Hemobili	D006431
Hemodialys	D006435
Hemodynamik	D006439
Hemofacial mikrosomi	D006053
Hemofagocyterande lymfohistiocytos	D051359
Hemofagocyterande syndrom	D015616
Hemofil M	D005169
Hemofili A	D006467
Hemofiltrering	D006440
Hemoglobin, sickle	D006451
Hemoglobiner	D006454
Hemoglobinsjukdomar	D006453
Hemokromatos	D006432
Hemolytisk anemi	D000743
Hemoperikardium	D010490
Hemoperitoneum	D006465
Hemoptys	D006469
Hemoreologi	D018056
Hemorragi	D006470
Hemorragisk diates	D006474
Hemorragisk febervirus, Krim-Kongo	D003225
Hemorragisk sepsis	D006483
Hemorragisk sjukdom hos nyfödda	D006475
Hemostas	D006487
Hemostatika	D006490
Hemotorax	D006491
Hemsjukvård, sjukhusansluten	D018575
Hemtjänstassistenter	D018576
Henna	D020639
Hensens knuta	D020897
Heparinantagonister	D006494
Hepatisk porfyri	D017094
Hepatit	D006505
Hepatit C-virus	D016174
Hepatit D-virus	D003698
Hepatit, toxisk	D006523
Hepatit, viral, djur	D006524
Hepatit, viral, human	D006525
Hepatocellulärt karcinom	D006528
Hepatocyter	D022781
Hepatom	D006528
Hepatomegali	D006529
Hepatopoietin	D017228
Herbalism	D029001
Herbarium (Publikationstyp)	D019509
Herbicider	D006540
Herbicider, karbamat	D006541
Herbicider, triazin	D006542
Herbicider, urea	D006543
Hereditära sjukdomar	D006545
Hernia	D006547
Hernia, diafragma	D006548
Hernia, diafragma, traumatisk	D006549
Hernia, femoral	D006550
Hernia, hiatus	D006551
Hernia, inguinal	D006552
Hernia, obturator	D006553
Hernia, umbilikal	D006554
Hernia, ventral	D006555
Heroinmissbruk	D006556
Herpes genitalis	D006558
Herpes gestationis	D006559
Herpes inom huvud-halsområdet	D016697
Herpes labialis	D006560
Herpes labialis-virus	D018139
Herpes simplex-encefalit	D020803
Herpes simplex-hjärninflammation	D020803
Herpes simplex-virus	D018139
Herpes zoster	D006562
Herpes zoster, okulär	D006563
Herpes zoster-encefalit	D020804
Herpes zoster-vaccin	D053061
Herpesvirus 1, bovint	D007242
Herpesvirus 2, nötkreatur	D001911
Herpesvirus 4, nötkreatur	D026021
Herpesvirus 5, nötkreatur	D025881
Herpetisk stomatit	D013283
HES	D006895
Hespan	D006895
Hesperomyinae	D016205
Heteroduplex-DNA	D009692
Heterolog transplantation	D014183
Heterologa antigener	D015478
Hetsätning	D052018
Hetta	D006358
Hexabrix	D007485
Hexametylfosforamid	D006492
HFOV	D006612
HFRS	D006480
hFSH	D043373
HGF	D017228
HHV-1	D018259
HHV-6	D015654
Hiatushernia	D006551
Hibernation	D006605
Hibiskus	D031584
Hidradenit	D016575
Hidradenitis suppurativa	D017497
Hidradenom	D006607
Hindrande moderkaka	D010923
Hirsutism	D006628
Histamin H1-antagonister	D006634
Histamin H2-antagonister	D006635
Histaminagonister	D017442
Histaminantagonister	D006633
Histiocytos X	D006646
Histiocytos, icke-Langerhanska celler	D015616
Histiocytos, Langerhanska celler	D006646
HIV-demens	D015526
Hivid	D016047
HIV-integrasinhibitorer	D019428
HIV-läkemedel	D019380
HIV-relaterade opportunistiska infektioner	D017088
HIV-serodiagnostik	D015492
HIV-seronegativitet	D018023
HIV-seropositivitet	D006679
HIV-vacciner	D016915
Hjälparbete	D012066
Hjälphjärta	D006353
Hjälptjänster på sjukhus	D000720
Hjärnattack	D020521
Hjärnbihang, övre	D010870
Hjärnblödning, hyperton	D020299
Hjärnblödning, traumatisk	D020198
Hjärnblödning, traumatisk	D020202
Hjärncancer	D001932
Hjärnhinneblödning	D013345
Hjärnhinnecancer	D008577
Hjärnhinneinflammation, Escherichia coli	D020814
Hjärninflammation, epidemisk	D004671
Hjärnkonkussion	D001924
Hjärnnervscancer	D003390
Hjärnstamscancer	D020295
Hjärntvätt	D010565
Hjärnventrikelcancer	D002551
Hjärt- och kärlsystemets sjukdomar	D002318
Hjärtarytmi	D001145
Hjärtattack	D009203
Hjärtcancer	D006338
Hjärtfrekvens, hög	D013610
Hjärtfrekvens, låg	D001919
Hjärthypertrofi	D006332
Hjärtinkompensation	D006333
Hjärtinsufficiens	D006333
Hjärtkirurgi	D006348
Hjärtklappning	D001145
Hjärt-kärlinfektioner	D053821
Hjärt-kärlkirurgi	D013504
Hjärtlungtransplantation	D016041
Hjärtmuskelsjukdomar	D009202
Hjärtmyocyter	D032383
Hjärtruptur	D006341
Hjärtruptur efter infarkt	D006342
Hjärtrytm	D006339
Hjärtsammandragning	D013599
Hjärtstillestånd	D006323
Hjärtstillor	D031332
Hjärtstimulator, konstgjord	D010138
Hjärtultraljudsundersökning	D004452
Hjärtutvidgning	D003971
Hjärtventriklar	D006352
HLR	D016887
Hly-faktorer	D006459
HMG-proteiner	D006609
HMSN typ I	D002607
HMSN typ II	D002607
Hockey	D006688
Hodgkins lymfom	D006689
Hoe-33258	D006690
HOE-946	D010426
HOE-BAY-946	D010426
Holland	D009426
Holocaust	D017767
Holografi	D006696
Holoxan	D007069
Homebox sekvens	D005801
Homeobox-proteiner	D018398
Homeopatiska formulär	D005571
Homo sapiens	D006801
Homolog transplantation	D014184
Hoppande gener	D020071
Hoppkräftor	D033342
Hordeolum	D006726
Hormon, substitutionsbehandling	D020249
Hormonantagonister	D006727
Hormonberoende cancer	D009376
Hormonberoende tumörer	D009376
Hormonkörtelcancer	D004701
Hormonkörtlar	D004702
Hornhinnesnitt, radialt	D007646
Hortons arterit	D013700
Hortons huvudvärk	D003027
Hospis	D006738
Hospisvård	D017051
Hospitalisering	D007326
Hostmedicin	D000996
HPLC	D002851
HPNS	D006610
HPV-vacciner	D053918
HRCT	D014057
HRP	D006735
HSAN	D009477
HTLV-BLV-infektioner	D006800
HTLV-BLV-virus	D017977
HTLV-II-associerad T-cellsleukemi	D015446
Hudcancer	D012878
Hudfärg	D012880
Hudkandidos	D002179
Hudmastocytos	D034701
Hudsjukdomar i ansiktet	D005148
Hudsjukdomar på fot	D005533
Hudsjukdomar på händerna	D006229
Hudtransplantat, stjälkade	D013524
HUGO	D016045
Human kloning	D019976
Humanitet	D000533
Humant immunbristvirus	D006678
Humant immunbristvirus 2	D015498
Humant immunbristvirus typ 1	D015497
Humant parainfluensa virus 3	D010224
Humant parainfluensavirus 1	D010222
Humant parainfluensavirus 1	D010223
Humant parainluensavirus 4	D029482
Humatrope	D019382
Humerus	D006811
Humerusfrakturer	D006810
Humerusfrakturer, proximala	D012784
Humrar	D008121
Humulin	D007328
Humörsvängningar	D019964
Hundgalenskap	D011818
Hundtandsgräs	D031744
Hunters syndrom	D016532
Huntingtons korea	D006816
Hurlers syndrom	D008059
Hurler-Scheies syndrom	D008059
Hursts sjukdom	D004684
HUS	D006463
Hushåll	D005191
Hushållning på sjukhus	D006797
Hushållsarbete	D006796
Hushållsarbete på sjukhus	D006797
Husläkare	D010821
Husläkarmottagningar	D003151
Hustrumisshandel	D013179
Huvud- och halscancer	D006258
Huvudskador	D006259
HVA	D006719
H-vitamin	D001710
Hyalinmembransjuka	D012127
Hybridisering, nukleinsyra	D009693
Hycamtin	D019772
Hydergin	D004877
Hydramnios	D006831
Hydrangin	D014468
Hydrea	D006918
Hydrocefalus	D006849
Hydrocefalus, normaltrycks	D006850
Hydrocele	D006848
Hydrogelförband	D047070
Hydrokolloida bandage	D047070
Hydrokolloidalförband	D047070
Hydromorfon	D015725
Hydroterapi	D006875
Hydrotorax	D006876
Hydroxiampicillin	D000658
Hydroxibutyratoxidoreduktas	D006884
Hydroxikarbamid	D006918
Hydroxipregnenolon	D006907
Hydroxityramin	D004298
Hyenor	D045968
Hygienartiklar	D006794
Hygieniskt gränsvärde	D008452
Hygienutrymmen	D014038
Hygroskopicitet	D017155
Hyoscinbutylbromid	D002086
Hyperaktivitet, motorisk	D006948
Hyperakusi	D012001
Hyperbar oxygenbehandling	D006931
Hyperbar syrgasbehandling	D006931
Hyperdonti	D014096
Hyperfagi	D006963
Hyperglobulinemisk purpura	D011694
Hyperhidros	D006945
Hyperinsulinemi	D006946
Hyperkalemisk periodisk paralys	D020513
Hyperkoagulation	D019851
Hyperkolesterolemi, familjär	D006938
Hyperopi	D006956
Hyperostos	D015576
Hyperparatyreoidism	D006961
Hyperparatyreoidism, sekundär	D006962
Hypersomni	D006970
Hypersomnolens	D006970
Hyperstat	D003981
Hypertension, malign	D006974
Hypertension, portal	D006975
Hypertension, pulmonell	D006976
Hypertension, renal	D006977
Hypertension, renovaskulär	D006978
Hypertext	D019146
Hyperton glukoslösning	D005950
Hyperton saltlösning	D012462
Hypertoni	D006973
Hypertrofisk gastrit	D005758
Hypertrofisk kardiomyopati	D002312
Hypertrofiskt ärr	D017439
Hypnoterapi	D006990
Hypnotika och sedativa	D006993
Hypodermis	D040521
Hypodermos	D007000
Hypodonti	D000848
Hypofibrinogenemi	D000347
Hypofyscancer	D010911
Hypofysinsufficiens	D007018
Hypofysnekros	D010899
Hypofysär dvärgväxt	D004393
Hypogammaglobulinemi	D000361
Hypokrom anemi	D000747
Hyposensibilisering, immunologisk	D003888
Hypotalamuscancer	D007029
Hypotension, kontrollerad	D007023
Hypotension, ortostatisk	D007024
Hypotermi	D007035
Hypotoni	D007022
Hyrpersonal	D010561
Hysterisk personlighet	D006677
Hållning	D011187
Hårbollar	D001630
Hårfällning	D018978
Hårkeratin	D053564
Hårsäckscysta	D010864
Hårvårdsmedel	D006203
Hårväxt	D006197
Hälso- och sjukvård i landsbygd	D019035
Hälso- och sjukvårdslag	D007883
Hälso- och sjukvårdsupplysning	D015277
Hälsofrämjande arbete	D006293
Hälsohögskolor	D012579
Hälsoinformation	D006266
Hälsopolitik	D006291
Hälsorisker	D012307
Hälsostatus	D006304
Hälsotillstånd, landsbygd	D012423
Hälsoundersökning	D008403
Hälsovårdsplanering	D006285
Hästhov	D031207
Hästkastanj	D031319
Hästkastanjväxter	D031318
Höftledsartros	D015207
Höftledskirurgi	D019644
Höftledsluxation	D006617
Höftledsluxation, medfödd	D006618
Hög hjärtminutvolym	D016534
Höga blodfetter	D006949
Högaktiv antiretroviral terapi	D023241
Högerkammarhypertrofi	D017380
Högersidigt hjärta	D003914
Högfrekvent oscillatorventilation	D006612
Höghastighets tandvårdsteknik	D003755
Höghastighets tandvårdsutrustning	D003754
Högmalignt lymfom	D016395
Högmolekylär kininogen	D019679
Högskoleprov	D003099
Högskolor	D014495
Hönsfåglar	D046094
Hörapparater	D006310
Hörselnedsättning, bilateral	D006312
Hörselnedsättning, konduktiv	D006314
Hörselnervssjukdomar	D000160
Hörselprov	D006320
Hörselskador, bullerframkallade	D006317
Hörselskydd	D004430
Hörselsnäcka	D003051
Hösnuva	D006255
IABP	D007423
Iatrogen sjukdom	D007049
Ibaril	D003899
IBD	D015212
IBS	D043183
Ibumetin	D007052
IC50	D020128
ICAM-1	D018799
Ichthyosis vulgaris	D016112
Icke-allergisk dermatit	D017453
Icke-bittande myggor	D002683
Icke-erupterad tand	D014097
Icke-graviditetsbetingad koriokarcinom	D031954
Icke-invasiv ventilation	D011175
Icke-Langerhanscellshistiocytos	D015616
Icke-småcelligt lungkarcinom	D002289
Icketuberkulösa mykobakterier	D009170
Icke-vital tand	D019553
IC-kort	D010355
ICSI	D020554
IDDM	D003922
Ideella sjukhus	D006788
Ideomotorisk apraxi	D020240
Idespridning	D004059
Idiopatisk osteolys typ 6	D031845
Idiopatisk trombocytopen purpura	D016553
IDL-lipoproteiner	D053419
IgA	D007070
IGA glomerulonefrit	D005922
IgA, sekretoriskt	D007071
IgD	D007072
IgE	D007073
IGF-II-receptor	D017527
IGF-I-receptor	D017526
IgG	D007074
IgM	D007075
Ikterus	D007565
Ikterus hos nyfödda	D007567
Ikterus, kronisk idiopatisk	D007566
Iktyos	D007057
IL-1-alfa	D053582
IL-1-beta	D053583
IL-23	D053759
Ileit	D007079
Ileitis terminalis	D003424
Ileoanal anastomos	D016737
Ileumcancer	D007078
Iliaca-artär	D007083
Iliaca-ven	D007084
Ilium	D007085
Illicium	D029523
Illustrerade böcker	D001878
Imidan	D010706
Imigran	D018170
Imitation	D007100
Immersion	D007101
Immobiliserade celler	D018914
Immunbristsjukdomar	D007153
Immunbristsyndrom, förvärvat	D000163
Immunbristsyndrom, förvärvat hos apa	D016097
Immunbristsyndrom, förvärvat hos möss	D016183
Immunbristsyndrom, förvärvat, hos katter	D016181
Immuncytokemi	D007150
Immundefektsyndrom	D007153
Immundämpande medel	D007166
Immunglobuliner, cellyta	D011947
Immunglobulinproducerande celler	D000921
Immunitet, grupp	D032521
Immunkomplex	D000936
Immunmodulatorer	D000276
Immunoglobulin Km-allotyper	D007131
Immunoglobuliner, Fab	D007140
Immunoglobuliner, Fc	D007141
Immunologi	D000486
Immunologisk cytotoxicitet	D003602
Immunologisk tolerans	D007108
Immunologiska cytotoxicitetstester	D003601
Immunologiska graviditetstester	D011259
Immunologiska modeller	D018448
Immunoprecipitation, kromatin	D047369
Immunosupprimerad patient	D016867
Immunstimulerande komplex	D016882
Immunsuppressiva medel	D007166
Immunsupprimerande medel	D007166
Immuntest	D007118
Imodium	D008139
Impetigo	D007169
Implantationsmetastas	D009366
Implanterbara defibrillatorer	D017147
Implanterbara elektroder	D004567
Implanterbara infusionspumpar	D015918
Imurel	D001379
In vivo NMR	D009682
Inadekvat ADH-sekretion	D007177
Inappropriate ACTH-sekretionssyndrom	D047748
Incidentrapportering på sjukhus	D012308
Incisiv	D007180
Incitament	D009042
Inderal	D011433
Indiankrasse	D032388
Indigokarmin	D007203
Indirekt kalorimetri	D002153
Indisk nardus	D027983
Individuationsprocess	D007207
Individuell vårdplanering	D010347
Indoxylsulfat	D007200
Inertia uteri	D014593
Infanrix	D022681
Infedipin	D009543
Infekterat aneurysm	D000785
Infektioner i centrala nervystemet	D002494
Infektiös artrit	D001170
Infektiös bovin rinotrakeit	D007241
Infektiös hematopoetisk nekrosvirus	D029142
Infektiös peritonit hos katter	D016766
Infektiösa skelettsjukdomar	D001850
Infertilitet	D007246
Infertilitet hos kvinnor	D007247
Infertilitet hos män	D007248
Infibulation	D019093
Inflammation i fotvalvsplattan	D036981
Inflammation i underhudsfettväv	D015434
Influensa A-virus, H1N1	D053118
Influensa A-virus, H1N1	D053126
Influensa A-virus, H2N2	D053121
Influensa A-virus, H3N2	D053122
Influensa A-virus, H3N8	D053123
Influensa A-virus, H5N1	D053124
Influensa A-virus, H5N2	D053125
Influensa A-virus, H9N2-stam	D053127
Influenza D-virus	D029082
Information	D007255
Information och samtycke	D007258
Informationscirkulation	D033181
Infratentoriell cancer	D015192
Infusioner, intravenösa	D007262
Infusioner, parenterala	D007263
Inguinalhernia	D006552
Inguinalkanal	D007264
Inhalationsterapi	D012138
Inhibace	D017315
Injektioner, intraartikulära	D007270
Injektioner, intrakutana	D007271
Injektioner, intratekala	D007278
Injektioner,jet	D007277
Injektionssprutor	D013594
Inkilad tand	D014095
Inkontinens, urin	D014549
Inkontinensblöjor	D016496
Inlägg, dentala	D007284
Inläggningstid	D007902
Inlärning genom straff och belöning	D012193
Inlärningsförmåga	D003071
Inlärningssvårigheter	D007859
Innovativa behandligar	D035703
Inocor	D000676
Inre organ	D014781
INR-värden	D019934
Insektgenom	D049750
Insektsgifter	D007306
Insektsmedel	D007302
Insomni	D007319
Inspiratorisk kapacitet	D007320
Inspiratorisk reservvolym	D007321
Instabil angina	D000789
Installationer	D004738
Institut	D000047
Insufficiens i arteria vertebrobasilaris	D014715
Insulin, isofan	D007336
Insulin, långtidsverkande	D049528
Insulin, långverkande	D049528
Insulinantagonister	D007329
Insulinas	D007339
Insulinberoende diabetes	D003922
Insulininfusionssystem	D007332
Insulinreceptorprotein-tyrosinkinas	D011972
Insulinresistanssyndromet  X	D024821
Integrasinhibitorer	D019429
Integrationsprocess	D000069
Integrativ medicin	D000529
Integrerad vård	D019033
Integritet	D018907
Intensitetsmodulerande strålterapi	D050397
Interferon alfa, rekombinant	D015379
Intermediner	D009074
Intermediära filament	D007382
Intermediära filamentproteiner	D007381
Intermittent hälta	D007383
Internationella relationer	D038622
Internmedicin	D007388
Intersexualitet	D006546
Interstitiell cystit	D018856
Interstitiell kollagenas	D020781
Interurbana lån	D007379
Interventionell ultraljudsundersökning	D018084
Intervertebralbrosk	D007403
Intraarteriella infusioner	D007261
Intraarteriella injektioner	D007269
Intraartikulära injektioner	D007270
Intradermal nevus	D018330
Intradermala injektioner	D007271
Intraepitelial prostataneoplasi	D019048
Intrahepatisk kolestas	D002780
Intrakraniell aneurysm	D002532
Intrakraniell emboli	D020766
Intrakraniell trombos	D020767
Intrakraniella tumörer	D001932
Intrakutana injektioner	D007271
